IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2;q_3;q_4;q_5;q_6_1;q_6_2;q_7_1;q_7_2;q_7_3;q_7_4;q_7_5;q_7_6;q_8;q_9_1;q_9_2;q_9_3;q_9_4;q_9_5;q_9_6;q_9_7;q_9_8;q_9_9;q_9_10;q_9_11;q_9_12;q_9_13;q_9_14;q_9_99;q_9_99_1;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_99;q_10_99_1;q_11_1;q_11_2;q_11_3;q_11_4;q_11_5;q_11_6;q_11_7;q_11_8;q_11_9;q_11_99;q_11_99_1;q_12;q_13;q_14_1;q_14_2;q_14_3;q_14_4;q_14_5;q_14_6;q_14_7;q_14_8;q_14_9;q_14_0;q_15;q_16_1;q_16_2;q_16_3;q_16_4;q_16_5;q_16_6;q_16_7;q_16_8;q_16_9;q_16_10;q_16_0;q_17;q_18_1;q_18_2;q_18_3;q_18_4;q_18_99;q_18_0;q_18_99_1;q_19_1;q_19_2;q_19_3;q_19_4;q_19_0;q_19_4_1;q_20_0;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_99;q_20_99_1;q_21_0;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_22;q_23;q_24;q_25;q_26_2;q_26_1;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_99;q_26_99_1;q_27_1;q_27_2;q_27_3;q_27_4;q_27_5;q_27_6;q_27_7;q_27_8;q_27_99;q_27_99_1;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_6;q_28_7;q_28_8;q_28_9;q_28_10;q_28_11;q_28_12;q_28_13;q_28_14;q_28_99;q_28_0;q_28_99_1;q_29;q_29_1;q_30;q_32;Q_completo;d_6;d_13_sala_excl_categoria;d22_cap_atend_cat;d_29_1;d_31_9bin1_sum;d_31_9bin2_sum;d_31_9bin3_sum;d_31_10bin1_sum;d_31_10bin2_sum;d_31_10bin3_sum;d_31_10bin4_sum;d_31_10bin5_sum;d_31_11bin1_sum;d_31_11bin2_sum;d_31_11bin3_sum;d_31_11bin4_sum;nu_trabalhadores
310670;3106705;31;3;Betim;378089;375331;2758;4;343,856;3106703412140;CENTRO DE CONVIVÊNCIA - Associação Batista de Assistência Social;32;Brasilia;330; ;Santo Afonso;32623780;BETIM;MG;gerencia@abasbetim.com.br;(31) 25712594; ; ;19/06/1966;-19.968;-44.198;2;0;17.177.874/0001-11;1;1;4;3;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;2;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;1;1800;3;4;3;1;0;1;0;0;1;0;1;0;0;0;0; ;1;0;0;1;1;1;0;0;0; ;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0; ;1;19;1;99;0;0;2;13;1;0;17;6;0;0;0;0;1;0;0;0;23;23
310690;3106903;31;3;Bicas;13653;12957;696;1;140,082;3106903403219;CENTRO DE CONVIVÊNCIA Telecentro Municipal;32;Santa Tereza;151;loja 02;Santa Tereza;36600000;BICAS;MG;social@bicas.mg.gov.br;(32) 32714656; ; ;12/02/2013;-21.722.468.518.202.300;-4.307.012.471.080.620;2;1; ; ;1;5;10;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0;0; ;0;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;1;1;1;1;400;2;3;2;1;1;1;0;1;0;0;1;0;1;1;0; ;1;1;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;1;2;0;3;1;13;1;0;3;4;0;0;0;0;1;0;0;0;7;7
310710;3107109;31;3;Boa Esperança;38516;32191;6325;2;860,669;3107103403220;CENTRO DE CONVIVÊNCIA VILA VICENTINA DE BOA ESPERANÇA;3;Avenida São Vicente de Paula;651; ;Alvorada;37170000;BOA ESPERANCA;MG;vvbe2005@yahoo.com.br;(35) 38511020; ; ;29/07/1945;-210.837.442.850.689;-4.557.095.646.858.210;2;0;18.781.765/0001-71;2;1;1;4;0;0;0;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;4;1;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;90;6;3;4;0;1;1;1;0;0;0;1;0;0;0;0; ;1;1;0;1;0;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0; ;0; ;2;2;0;0;2;9; ;0;3;2;0;1;0;0;0;0;0;0;5;5
310710;3107109;31;3;Boa Esperança;38516;32191;6325;2;860,669;3107103403221;CENTRO DE CONVIVÊNCIA Centro de Atendimento Sócio Infantil / CASI;32;Geraldo Lopes dos Reis;29; ;Centenário;37170000;BOA ESPERANCA;MG;smpsh.secretario@besperanca.mg.gov.br;(35) 38515211; ; ;03/01/2011;-21.099.365.006.613.800;-4.556.016.594.171.520;2;1; ; ;1;5;8;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;1;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;1;0;1;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;100;2;4;2;1;1;1;0;0;1;0;1;0;0;0;0; ;1;1;1;0;1;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0; ;0; ;0;1;0;2;1;10; ;0;0;2;0;1;0;0;1;1;0;1;0;2
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303401594;Centro de Convivência Sentinela;27;José Brandão Filho;51; ;Comunidade de Sentinela;39390000;BOCAIUVA;MG;socialbocaiuva@hotmail.com;(38) 32513407; ; ;05/06/2009;-1.714.265.564.978.040;-4.400.663.846.969.600;2;1; ; ;2;5;7;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0; ;0;0;1;0;0;0;0;0;0;0; ;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;30;1;4;2;0;0;0;0;0;0;0;0;0;1;0;0; ;0;1;0;0;0;0;0;0;0; ;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;0; ;3;2;0;1;1;3; ;1;3;2;0;1;0;0;0;5;0;1;0;6
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303403179;Centro de Convivência Bonfim;32;Rua Santa Rita;S/N; ;Bonfim;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;02/05/2009;-1.710.705.661.985.920;-4.382.125.491.142.270;2;1; ; ;1;5;8;0;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;0;0;0;0; ;0;0;0;0;0;0;0;1;0;0; ;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;1;1;0;80;6;4;2;1;1;1;0;1;1;0;1;0;1;0;0; ;1;1;0;1;0;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;3;2;0;2;1;8; ;0;6;1;0;1;0;0;0;6;0;1;0;7
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303403180;Centro de Convivência Terra Branca;32;São Geraldo;66; ;Comunidade de Terra Bran;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;08/09/2010;-17.311.329.906.917.700;-4.319.839.233.398.430;2;1; ; ;2;1;2;0;0;1;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;1;0;1;0;1;Telecentro de Informática;0;1;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;50;2;3;2;1;1;0;0;0;0;0;0;0;0;0;0; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0; ;1;2;3;2;0;0;1;5;1;0;3;1;0;1;0;0;0;3;0;1;0;4
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303403222;Centro de Convivência Nova Dolabela;32;Goias;s/n; ;Comunidade de Nova Dolab;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;01/05/2009;-17.422.738.173.659.400;-4.399.902.099.609.370;2;1; ; ;2;4;8;0;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;0;0;0;0;0; ;0;0;0;0;1;0;0;1;0;0; ;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;0;1;0;0;0; ;0;0;1;0;0;0;0;0; ;0;0;1;1;0;1;1;0;80;4;4;3;1;1;1;1;0;1;0;1;0;1;1;0; ;1;1;0;1;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;3;2;0;1;1;8; ;0;4;2;0;1;0;0;0;5;0;1;0;6
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303403223;CENTRO DE CONVIVÊNCIA CAMILO PRATES;32;Jacinto de Carvalho;0; ;Comunidade de Camilo Pra;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;05/04/2009;-1.706.449.765.679.220;-4.380.107.402.801.510;2;1; ; ;2;1;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;15;3;3;3;1;0;1;0;0;1;1;1;0;0;0;0; ;1;1;0;0;0;0;0;0;1;Cidadania, datas comemorativas;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0; ;0; ;3;2;0;0;1;2; ;0;4;1;0;1;0;0;0;3;0;1;1;5
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303403224;Centro de Convivência Pernambuco;32;Praça São Jose Operário;s/n; ;Pernambuco;39390000;BOCAIUVA;MG;socialbocaiuva@hotmail.com;(38) 32513407; ; ;01/05/2006;-1.712.365.736.112.160;-4.380.815.500.259.390;2;1; ; ;1;4;8;1;1;1;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;0;0;0;0;0;0;0;1;0;0; ;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;3;1;0;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;0;1;1;1;100;6;4;2;1;1;1;1;0;1;1;1;0;1;1;0; ;1;1;0;1;1;1;1;0;1;Convivência familiar e comunitária;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SCFVe Conferência Municipal dos Direitos das Crianças e doas Adolescentes;0; ;1;2;0;1;1;10; ;0;6;1;0;1;0;0;0;6;0;1;0;7
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303407370;Centro de Convivência Dolabela;32;Olga Izar Atalla;s/n; ;Distrito de Dolabela;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;02/05/2009;-1.746.887.899.317.860;-4.400.803.321.838.370;2;1; ; ;2;5;8;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;0;0;0;0;0; ;0;0;0;0;1;0;0;1;0;0; ;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;2;1;0;1;0;0;0; ;0;1;0;0;0; ;0;0;1;0;0;0;0;0; ;0;0;1;1;1;1;1;1;50;6;4;2;1;1;1;1;0;1;0;1;0;1;1;0; ;1;1;0;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;3;2;0;2;1;5; ;0;4;1;0;1;0;0;0;4;0;1;0;5
310730;3107307;31;3;Bocaiúva;46654;36600;10054;2;3227,627;3107303414587;CENTRO DE CONVIVÊNCIA CURRAL DE VARAS;2;COMUNIDADE CURRAL DE VARAS;0; ;COMUNIDADE;39390000;BOCAIUVA;MG;desenvolvimentosocial@bocaiuva.mg.gov.br;(38) 32513407; ; ;02/05/2018;-17.108;-43.815;2;1; ; ;2;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;25;3;3;3;1;1;1;0;0;1;0;0;0;0;0;0; ;1;1;0;0;0;0;0;0;0; ;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0; ;0; ;0;2;0;0;1;3; ;0;2;1;0;1;0;0;0;2;0;0;1;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403400333;CENTRO DE CONVIVÊNCIA - POLO 13 ANA ROSA;3;Ana Rosa;1555; ;Ana Rosa;35600000;BOM DESPACHO;MG;scvf@pmbd.mg.gov.br;(37) 991064912; ; ;01/06/2013;-19.743.297.763.167.000;-4.523.981.094.360.350;2;1; ; ;1;2;4;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0; ;0;1;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;1;0;0;0; ;0;0;1;0;0;0;0;0; ;0;0;0;0;0;1;0;0;90;4;4;2;1;0;0;0;0;1;0;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0; ;0; ;1;2;0;0;1;9; ;0;1;2;0;0;0;0;1;0;0;1;2;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403400334;CENTRO DE CONVIVÊNCIA - POLO 17 SÃO VICENTE;32;ALISSON JUSTINO DE SOUZA;1009;Fundos;SÃO VICENTE;35600000;BOM DESPACHO;MG;cras-sv@bomdespacho.mg.gov.br;(37) 991061552; ; ;01/06/2013;-19.745.115.419.313.600;-4.528.154.611.587.520;2;1; ; ;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;1;0;0;0; ;0;0;1;0;0;0;0;0; ;0;0;0;1;0;1;1;1;330;4;5;3;1;1;1;1;0;1;0;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;1;1;1;2;0;2;1;13;1;1;3;4;1;0;0;0;1;0;0;1;7;8
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403403181;CENTRO DE CONVIVÊNCIA - POLO 1  OZANAN;32;Picão Camacho;500; ;Ozanan;35600000;BOM DESPACHO;MG;cci@pmbd.mg.gov.br;(37) 991064912;1198; ;02/01/2013;-19.731.573.383.845.900;-4.526.344.656.944.270;2;1; ; ;2;5;8;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;1;1;0;1;385;5;4;2;1;1;1;1;0;1;1;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0; ;0; ;1;2;0;2;1;13; ;1;6;5;1;0;0;0;0;2;0;0;10;12
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403413984;CENTRO DE CONVIVÊNCIA - POLO 12  MONTE CASTELO;32;PARANÁ;33; ;MONTE CASTELO;35600000;BOM DESPACHO;MG;cras-ac@bomdespacho.mg.gov.br;(37) 35227653; ; ;20/09/2017;-1.973.723.875.988.360;-4.524.315.834.045.410;2;1; ; ;1;5;8;1;1;1;1;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;1;0;0;0; ;0;0;1;0;0;0;0;0; ;0;0;0;1;0;1;1;1;270;4;4;2;1;1;1;1;0;1;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0; ;0; ;1;2;0;2;1;13; ;1;3;1;0;0;0;0;0;0;0;1;4;5
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403413986;CENTRO DE CONVIVÊNCIA - POLO 4  APAE;32;ANTÔNIO TAVARES;147; ;SÃO LUCAS;35600000;BOM DESPACHO;MG;cras-ac@bomdespacho.mg.gov.br;(37) 35227653; ; ;10/11/2016;-19.733.744.630.141.200;-45.260.989.665.985.100;2;0;20.918.215/0001-01;1;1;5;8;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;SERDI;0;1;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;3;0;1;0;0;0;0; ;0;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;1;0;0;0;0;30;6;5;4;1;1;1;0;0;1;1;1;0;1;1;0; ;1;1;0;1;0;0;0;1;0; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;2;2;0;2;2;3; ;2;1;6;1;1;0;0;1;1;0;1;7;9
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403413988;CENTRO DE CONVIVÊNCIA - POLO V;32;GERALDO CAMILO;3; ;OZANAN;35600000;BOM DESPACHO;MG;cras-ac@bomdespacho.mg.gov.br;(37) 35227653; ; ;10/11/2016;-1.973.184.605.360.580;-4.526.038.885.116.570;2;0;16.742.272/0001-05;1;1;5;8;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;0;0;1;1;0;0; ;0;5;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;2;1;1;0;1;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;200;6;5;4;1;1;1;1;0;1;0;1;0;0;0;0; ;1;1;1;1;0;1;0;1;0; ;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0; ;1;1;1;2;0;2;3;12;1;3;7;3;0;2;0;0;0;1;0;0;12;13
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403413990;CENTRO DE CONVIVÊNCIA - POLO 9 IDOSO SÃO JOSÉ;3;CAPITÃO MARQUES GONTIJO;397; ;VILA GONTIJO;35600000;BOM DESPACHO;MG;cras-ac@bomdespacho.mg.gov.br;(37) 35227653; ; ;04/11/2016;-1.972.724.090.188.450;-45.248.007.774.353.000;2;1; ; ;1;2;8;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;4;1;0;0;0;0;0; ;1;1;0;1;0;INSTITUIÇÃO DE ACOLHIMENTO PARA PESSOA IDOSA;1; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;1;60;6;4;5;1;1;1;0;0;0;0;1;0;0;1;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0; ;0; ;1;2;0;0;1;6; ;0;0;3;0;1;0;0;1;0;0;2;1;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403414478;CENTRO DE CONVIVÊNCIA - POLO 19 DONA DUCA;32;JADIR RODRIGUES CAMPOS;105; ;AEROPORTO;35600000;BOM DESPACHO;MG;scfv@pmbd.mg.gov.br;(37) 35227329; ; ;01/01/2018;-1.974.478.218.390.280;-4.528.617.024.421.690;2;1; ; ;1;2;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;4; ; ; ; ; ;1; ;1;1;0;1;0;ESCOLA;0;0;1;0;0;0;0;0; ;0;0;0;0;0;1;0;0;60;3;4;3;1;1;1;1;0;0;0;1;0;0;0;0; ;1;0;0;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;0; ;1;2;0;0;1;6; ;0;1;2;0;0;0;0;1;0;0;1;2;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403414480;CENTRO DE CONVIVÊNCIA - POLO 2 JOÃO DORNAS;32;JOÃO PAULO II;243; ;OZANAN;35600000;BOM DESPACHO;MG;scfv@pmbd.mg.gov.br;(37) 35227329; ; ;01/01/2018;-1.973.134.110.923.900;-4.526.129.007.339.470;2;1; ; ;1;3;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0; ;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;1;1;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;90;2;4;2;1;1;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0; ;0; ;1;2;0;0;1;9; ;0;1;2;0;0;0;0;0;0;0;1;2;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403414482;CENTRO DE CONVIVÊNCIA - POLO 8 CORONEL PRAXEDES;32;MIGUEL DIAS;40; ;CENTRO;35600000;BOM DESPACHO;MG;scfv@pmbd.mg.gov.br;(37) 35227329; ; ;04/04/2018;-19.735.956.241.372.700;-4.525.343.656.539.910;2;1; ; ;1;2;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;0;1;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0; ;0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;4;0;1;0;0;0;0; ;1;1;0;1;0;ESCOLA;1; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;60;3;4;4;1;1;1;1;0;0;0;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;0; ;1;2;0;0;1;6; ;0;2;1;0;0;0;0;0;0;0;1;2;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403414484;CENTRO DE CONVIVÊNCIA - POLO 21 ENGENHO DO RIBEIRO;32;PADRE JOÃO HEFFELS;93;DISTRITO ENGENHO DO RIBEIRO;CENTRO;35000000;BOM DESPACHO;MG;scfv@pmbd.mg.gov.br;(37) 35227329; ; ;12/07/2018;-19.574.387.887.078.300;-4.530.392.646.789.550;2;1; ; ;2;3;12;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;1;0;0;0; ;1; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;180;4;4;3;1;1;0;0;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;0; ;1;2;0;1;1;12; ;0;2;1;0;0;0;0;0;0;0;1;2;3
310740;3107406;31;3;Bom Despacho;45624;42963;2661;2;1213,546;3107403414486;CENTRO DE CONVIVÊNCIA - POLO 10 VILA GONTIJO;27;SÃO SEBASTIÃO;0; ;VILA GONTIJO;35600000;BOM DESPACHO;MG;scfv@pmbd.mg.gov.br;(37) 35227329; ; ;01/08/2018;-1.972.673.594.296.250;-4.524.614.095.687.860;2;1; ; ;1;1;4;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;30;3;3;3;1;1;1;0;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;0; ;1;2;0;0;1;3; ;1;0;1;0;0;0;0;1;1;0;1;0;2
