IBGE;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;Latitude;Longitude;q1;q2;q3_1;q3_2;q4;q5_1;q5_2;q5_3;q5_4;q5_5;q5_6;q6;q7_1;q7_2;q7_3;q7_4;q7_5;q7_6;q7_7;q7_8;q7_9;q7_10;q7_11;q7_12;q7_13;q7_14;q7_15;q7_16;q7_17;q7_99;q7_99_1;q8_0;q8_1;q8_2;q8_3;q8_4;q8_5;q8_6;q8_7;q8_8;q8_9;q8_99;q8_99_1;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q9_7;q9_8;q9_9;q9_10;q9_99;q9_99_1;q10;q11;q12_1;q12_2;q12_3;q12_4;q12_5;q12_6;q12_7;q12_8;q12_99;q12_0;q12_99_1;q13;q14;q15_1;q15_2;q15_3;q15_4;q15_5;q15_6;q15_7;q15_8;q15_9;q15_10;q15_99;q15_0;q15_99_1;q16;q17_1;q17_2;q17_3;q17_4;q17_5;q17_99;q17_0;q17_99_1;q18_1;q18_2;q18_3;q18_99;q18_0;q18_99_1;q19_0;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q19_11;q19_12;q19_13;q19_14;q19_15;q19_99;q19_99_1;q20_0;q20_97;q20_1;q20_2;q20_3;q20_4;q20_5;q20_6;q20_7;q21;q22;q23;q24;q25_1;q25_2;q25_3;q25_4;q25_5;q25_6;q25_7;q25_8;q25_9;q25_10;q25_11;q25_99;q25_99_1;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_99;q26_99_1;q27;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_5;q30_6;q30_7;q30_8;q30_99;q30_99_1;q31_1;q31_2;q31_3;q31_4;q31_5;q31_6;q31_7;q31_8;q31_99;q31_0;q31_99_1;q32;q33_1;q33_2;q33_3;q33_4;q33_99;q33_99_1;q34_1;q34_2;q34_3;q34_4;q34_5;q34_6;q34_7;q34_8;q34_9;q34_10;q34_99;q34_0;q34_99_1;q35;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q7_1_velha;q7_2_velha;q7_3_velha;q7_4_velha;q7_5_velha;q7_6_velha;q7_7_velha;q7_8_velha;q7_9_velha;q7_10_velha;q7_11_velha;q7_12_velha;q7_13_velha;q7_14_velha;q7_15_velha;q7_16_velha;q7_17_velha;q7_99_velha;q8_0_velha;q8_1_velha;q8_2_velha;q8_3_velha;q8_4_velha;q8_5_velha;q8_6_velha;q8_7_velha;q8_8_velha;q8_9_velha;q8_99_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q9_5_velha;q9_6_velha;q9_7_velha;q9_8_velha;q9_9_velha;q9_10_velha;q9_99_velha;q12_1_velha;q12_2_velha;q12_3_velha;q12_4_velha;q12_5_velha;q12_6_velha;q12_7_velha;q12_8_velha;q12_99_velha;q12_0_velha;q14_velha;q15_1_velha;q15_2_velha;q15_3_velha;q15_4_velha;q15_5_velha;q15_6_velha;q15_7_velha;q15_8_velha;q15_9_velha;q15_10_velha;q15_99_velha;q15_0_velha;q16_velha;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_99_velha;q17_0_velha;q18_1_velha;q18_2_velha;q18_3_velha;q18_99_velha;q18_0_velha;q19_0_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q19_11_velha;q19_12_velha;q19_13_velha;q19_14_velha;q19_15_velha;q19_99_velha;q20_0_velha;q20_1_velha;q20_2_velha;q20_3_velha;q20_4_velha;q20_5_velha;q20_6_velha;q20_7_velha;q20_97_velha;q29_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_5_velha;q30_6_velha;q30_7_velha;q30_8_velha;q30_99_velha;q31_1_velha;q31_2_velha;q31_3_velha;q31_4_velha;q31_5_velha;q31_6_velha;q31_7_velha;q31_8_velha;q31_99_velha;q31_0_velha;q33_1_velha;q33_2_velha;q33_3_velha;q33_4_velha;q33_99_velha;q34_1_velha;q34_2_velha;q34_3_velha;q34_4_velha;q34_5_velha;q34_6_velha;q34_7_velha;q34_8_velha;q34_9_velha;q34_10_velha;q34_99_velha;q34_0_velha;d_3;d11_sala_excl_categoria;d21_cap_atend_cat;filter_$;d36_9bin1_sum;d36_9bin2_sum;d36_9bin3_sum;d36_10bin1_sum;d36_10bin2_sum;d36_10bin3_sum;d36_10bin4_sum;d36_10bin5_sum;d36_11bin1_sum;d36_11bin2_sum;d36_11bin3_sum;d36_11bin4_sum;nu_trabalhadores
355030;3550303405122;CENTRO DE CONVIVÊNCIA CCA INÁCIO MONTEIRO CEBECH;32;Cachoeira Morena;690; ;Inácio Monteiro;8472610;SAO PAULO;SP;ccacebech@gmail.com.br;(11) 25554746; ; ;01/05/2011;-235.731.866;-46.402.719.700.000.000;2;1;5;8;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;0;0;0;1;1;1;1;0;1;0;Quadro Situacional;4;1;1;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;1;120;6;5;4;1;1;1;1;0;1;1;1;0;0;1;0; ;1;1;1;1;0;1;1;1;1;1;0;1;0; ;1;04.003.965/0001-99;1;0;0;0;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;1;1;1;1;0; ;1;1;1;0;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;4;0;0;0;0;0;1;1;1;1;0;1;0;4;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;2;1;11;1;2;9;3;6; ; ; ;2; ;4; ;10;14
355030;3550303405124;CENTRO DE CONVIVÊNCIA CCA AZIZ NACIB AB'SABER;32;CALOGERO CALIA;570; ;VILA SANTO ESTEFANO;4152101;SAO PAULO;SP;cccacursino.unas@gmail.com;(11) 50588743; ; ;16/05/2012;-23.625.711.739.654.800;-46.623.079.776.763.900;2;1;5;8;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;0;0;0;1;1;1;0;1;0;0; ;3;1;0;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;0;0;120;5;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;38.883.732/0001-40;1;1;1;1;1;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;1;1;1;0; ;0;0;1;1;1;1;1;1;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;0;0;0;0;0;1;1;1;0;1;0;0;3;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;2;1;11;1;1;5;1;2; ; ; ; ; ; ; ;7;7
355030;3550303405126;CENTRO DE CONVIVÊNCIA CCA SÃO FRANCISCO SANTO ANDRE;32;Campo de Piratininga;75; ;Jardim Santo Andre;8390070;SAO PAULO;SP;sfranciscosantoandre@bompar.org.br;(11) 27512784; ; ;21/01/1987;-236.266.852;-46.445.772.499.999.900;2;1;5;8;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;1;1;0;1;1;1;1;1;0;0; ;3;1;0;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;0;120;5;5;4;1;1;1;1;0;1;1;0;0;0;1;0; ;1;1;0;1;0;1;0;1;0;1;0;1;0; ;1;62.264.494/0017-36;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;0;1;0;0; ;3;0;0;1;1;0; ;1;0;0;1;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;0;1;1;1;1;1;0;0;3;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;2;2;11;1; ;4;1;1; ; ; ; ; ; ; ;5;5
355030;3550303405127;CENTRO DE CONVIVÊNCIA CCA PLACIDO DE SOUZA FILHO;32;CANÇÃO DO EXILIO;207; ;JARDIM SÃO SAVERIO;4194290;SAO PAULO;SP;ccaunassacoma@hotmail.com;(11) 23341745; ; ;02/02/2009;-23.652.877.871.901.900;-4.661.039.829.254.150;2;1;5;8;3;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;0;0;1;0;0;0;0;1;0;1;0;0; ;4;1;0;1;0;1;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;60;6;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;38.883.732/0001-40;1;1;1;1;1;1;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;1;1;1;0; ;1;1;1;1;1;0;1;1;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;0;0;1;0;0;0;0;1;0;1;0;0;4;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;2;1;6;1;1;3;2;2; ; ; ; ; ; ; ;6;6
355030;3550303405128;CENTRO DE CONVIVÊNCIA CCA AMIGOS DAS CRIANÇAS DO SÃO DOMINGOS;32;Canelinha;63; ;Jd. Maristela;5159430;SAO PAULO;SP;pac@projetopac.org.br;(11) 39027151; ; ;08/11/2020;-234.903.715;-467.516.969;2;1;5;8;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;1;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;4;0;1;0;0;0;1;1;0;1;1;0;0; ;2;1;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0; ;0;0;1;0;0;1;0;0;1;120;7;5;4;1;1;1;1;1;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;08.620.672/0001-01;1;1;0;0;1;0;0;1;0;0; ;0;1;1;0;1;1;1;0;0;0; ;3;1;0;1;1;0; ;1;1;1;1;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;4;0;1;0;0;0;1;1;0;1;1;0;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;2;2;11;1;2;2;3;2; ; ; ;1; ; ; ;7;7
355030;3550303405129;CENTRO DE CONVIVÊNCIA CJ JUNTOS IV;32;Canfora;90; ;Jd.Brasillia;3585030;SAO PAULO;SP;cjjuntos4@gmail.com;(11) 27461117; ; ;14/01/2009;-23.560.023.884.733.700;-464.912.760.257.721;2;1;5;8;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;1;1;0;0;0; ;0;1;1;1;1;1;1;0;0;0;0;0; ;1;4;1;0;1;0;1;1;0;1;1;1;0;0; ;3;0;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;1;1;60;5;5;4;0;0;0;0;1;1;0;1;0;1;0;0; ;0;1;0;1;1;1;1;1;0;0;1;0;0; ;1;48.492.391/0001-35;1;0;0;0;1;0;0;1;0;0; ;1;1;1;1;0;0;0;0;0;0; ;1;0;0;0;1;0; ;0;0;1;1;1;0;1;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;4;1;0;1;0;1;1;0;1;1;1;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;2;1;6;1;2;3;2;1;1; ; ; ; ; ; ;7;7
355030;3550303405130;CENTRO DE CONVIVÊNCIA CJ INSTITUTO DONA ANA ROSA;32;Canio Rizzo;100; ;VILA SONIA;5519090;SAO PAULO;SP;coordenacao@anarosa.org.br;(11) 37461706; ;37461701;01/11/2013;-235.892.053;-467.308.698;2;1;5;8;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;SCFV - Centro para Crianças e Adolescentes de 6 a 14 anos e 11 meses;0;1;0;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;6;0;1;0;0;0;1;1;1;1;1;0;0; ;3;1;1;1;0;1;1;0;Diagnóstico de Laudos Médicos;1;1;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0; ;0;0;0;0;0;1;0;0;0;240;5;5;4;0;0;0;0;1;1;1;0;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;60.598.539/0001-16;1;1;0;1;1;0;0;0;1;0; ;1;1;1;1;1;1;1;1;0;0; ;1;0;0;0;1;1;Redes Sociais;0;0;0;0;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;6;0;1;0;0;0;1;1;1;1;1;0;0;3;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;13;1;4;1;14;1;1; ; ;1; ; ; ;19;19
355030;3550303405131;CENTRO DE CONVIVÊNCIA CCA LAR BATISTA DE CRIANÇAS;32;CAPOEIRANA;10; ;JARDIM OLINDA;5765190;SAO PAULO;SP;cca.larbatista@gmail.com;(11) 58410862; ; ;30/11/2003;-236.281.275;-467.564.677;2;1;5;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;4;1;1;1;1;1;0;1;1;0;0; ;1;4;0;0;0;0;0;1;1;1;1;1;0;0; ;3;0;0;1;1;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;0;1;390;7;5;4;1;0;1;0;0;1;0;1;0;1;1;0; ;1;1;1;1;0;0;1;1;0;0;1;1;0; ;1;60.958.972/0008-91;1;1;0;0;1;1;0;1;0;0; ;1;1;1;1;1;1;1;0;0;0; ;1;0;0;0;1;0; ;0;1;1;1;0;0;0;1;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;4;0;0;0;0;0;1;1;1;1;1;0;0;3;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;2;3;13;1;5;14;2; ;2; ; ; ; ; ; ;21;21
355030;3550303405132;CENTRO DE CONVIVÊNCIA NCI GRUPO SERENIDADE;3;Engenheiro Heitor Antonio Eiras Garcia;5985; ;Jardim Esmeralda;5564100;SAO PAULO;SP;simone.santos@ligasolidaria.org.br;(11) 37818893; ; ;26/08/2002;-235.761.350.856.275;-467.419.981.956.482;2;1;5;8;1;0;0;0;0;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1;Residência dos usuários atendidos em domicílio;0;2;1;1;1;1;1;0;0;0;0;0; ;1;4;0;1;0;0;0;1;0;1;1;1;0;0; ;2;1;0;1;0;0;0;0; ;1;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;200;6;4;3;1;1;1;1;1;1;1;1;0;0;0;0; ;1;1;1;0;0;0;0;1;0;0;0;1;0; ;1;60.597.044/0008-49;1;1;1;1;1;1;1;1;1;0; ;1;0;1;1;1;1;1;1;0;0; ;3;0;0;1;1;0; ;1;0;0;0;0;1;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;4;0;1;0;0;0;1;0;1;1;1;0;0;2;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;2;12;1;1;1;4;1;1; ; ;1; ; ; ;6;6
355030;3550303405169;CENTRO DE CONVIVÊNCIA CCA JARDIM BANANAL;32;ANA LUCIA DE AMICIS;425; ;Jardim Vera Cruz;4965020;SAO PAULO;SP;ccabananal@uol.com.br;(11) 58324987; ; ;14/02/2012;-2.373.846.733.260.870;-467.759.656.906.128;2;1;5;8;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0; ;1;4;1;1;0;0;1;1;1;1;1;1;0;0; ;3;0;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0; ;0;0;1;0;0;1;0;0;1;180;6;5;4;1;1;0;1;0;1;1;1;0;1;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0; ;1;05.099.715/0001-67;1;1;0;0;0;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;0;1;1;0; ;1;1;1;1;0;0;1;0;0;1;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;4;1;1;0;0;1;1;1;1;1;1;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;2;1;12;1;2;8;2;1;1; ; ; ; ; ; ;12;12
355030;3550303405170;CENTRO DE CONVIVÊNCIA CCA COR;32;MUNIZ DE SOUZA;203; ;Aclimação;1534000;SAO PAULO;SP;ccacor@corfamilia.org.br;(11) 32031999; ; ;01/10/1976;-235.652.069;-4.662.466.499.999.990;2;1;5;8;1;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;0;1;0; ;0;1;1;1;1;1;1;1;1;1;1;0;Utilizamos o recurso de redes sociais para comunicar e orientar as familias;1;4;0;0;0;1;0;1;1;1;1;1;1;0;realiza e participa de supervisores técnicas, coletivas e encontros formativos;4;1;1;1;0;1;0;0; ;1;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0; ;0;0;0;1;0;1;0;0;1;150;6;5;4;1;1;1;0;1;1;1;1;0;1;1;1;Atividades lucidas e socioeducativas, de convivência, estímulos a leitura e entretenimento;1;1;1;1;1;1;1;1;1;1;1;1;1;Cidadania, educação em sexualidade, conhecimentos gerais;1;43.633.288/0013-88;1;1;1;0;1;0;0;0;0;0; ;1;1;1;1;1;1;1;1;0;0; ;3;0;0;0;1;0; ;1;1;1;1;0;0;1;1;0;0;1;0;Diversidade, racismo, migrações e gênero, prevenções ao suicídio infanto-juvenil, trabalho social em tempo de pandemia;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;4;0;0;0;1;0;1;1;1;1;1;1;0;4;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;1;0;2;1;11;1;3;3;3; ;2; ; ;1; ; ; ;9;9
355030;3550303405171;CENTRO DE CONVIVÊNCIA CCA LEIDE DAS NEVES;32;NELSON FERNANDES;257; ;CIDADE VARGAS;4319000;SAO PAULO;SP;cdcleide@acmsaopaulo.org;(11) 55884878; ;(11) 55884878;10/06/1994;-236.466.906;-46.638.575.400.000.000;2;1;5;4;2;0;1;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ;0;2;1;1;1;1;1;1;1;1;0;0; ;1;6;0;0;0;0;0;1;0;1;0;1;0;0; ;2;1;1;1;1;1;0;0; ;1;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;0;0;1;0;0;1;0;0;1;120;5;5;4;1;1;1;1;1;1;1;1;0;0;1;1;Danças Regionais, Dinãmicas de grupo, protagonismo, festas, bibliotecas e videoteca circulante, atividade ambiental, atividades on line,;1;1;1;1;0;1;0;1;0;1;0;1;1;Fortalecimento do protagonismo e liderança;1;60.982.576/0024-10;1;1;0;0;1;1;0;0;0;0; ;1;1;1;0;1;0;0;1;0;0; ;3;0;0;0;1;0; ;1;1;1;1;0;1;0;0;0;0;0;0; ;1;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;6;0;0;0;0;0;1;0;1;0;1;0;0;2;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;2;11;1;2;3;4;1; ; ; ; ; ; ; ;9;9
